"spatial_level_1","spatial_level_2","spatial_level_3","country","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine","code_vaccine_priority","code_vaccine_1","code_vaccine_1_priority","code_vaccine_2","code_vaccine_3","code_vaccine_4","code_vaccine_5","code_urban_nets","code_nets","code_irs","code_lsm","code_intervention_counts","code_intervention_mix","pop_2006_census","pop_annual_growth_percent","pop_2025_projected","pop_percent_pop_u5","pop_number_children_u5","pop_u5_smc_population","pop_u5_smc_pop_coded","pop_number_pw","pop_number_pw_children_u5","pop_number_children_u1","pop_number_children_1_2_yrs","pop_number_children_0_2_yrs","pop_number_children_5_36_mons","admin_number_states","admin_proportion_states","admin_number_lgas","admin_proportion_lgas","admin_number_wards","admin_proportion_wards","admin_landmass_sqkm","admin_landmass_2perc_coverage_sqkm","admin_landmass_2perc_coverage_hectares","admin_number_phc","admin_proportion_phc","admin_number_shf","admin_number_thf","admin_number_shf_thf","admin_proportion_shf_thf","admin_number_total_hf","admin_proportion_total_hf","prev_u5_state","itn_campaign_eligable","itn_campaign_net_quantity","itn_campaign_net_proportion","itn_campaign_bale_quantity","itn_campaign_bale_proportion","itn_routine_eligable","itn_routine_net_quantity","itn_routine_net_quantity_eligable","itn_routine_net_proportion","lsm_bti_kg_quantity","lsm_bti_kg_proprotion","smc_eligable","smc_spaq_quantity_3_11_months","smc_spaq_quantity_12_59_months","smc_sqaq_quantity","pmc_eligable","pmc_sp_quantity_u1","pmc_sp_quantity_1_2_years","pmc_sp_total_quantity","iptp_sp_total_quantity","vacc_total_dose_quantity","cm_rdt_kit_quantity","cm_act_packs_quantity","cm_iv_artesunate_quantity","cm_ras_quantity","itn_campaign_net_procurement_cost","itn_campaign_net_distribution_procurement_cost","itn_campaign_campaign_cost","itn_campaign_storage_hardware_cost","itn_campaign_total_cost","itn_routine_net_procurement_cost","itn_routine_net_operational_cost","itn_routine_total_cost","irs_total_cost","lsm_bti_procurement_cost","lsm_operational_cost","lsm_total_cost","ento_surveillance_equipment_procurement_cost","ento_surveillance_total_cost","smc_spaq_3_11_months_procurement_cost","smc_spaq_12_59_months_procurement_cost","smc_spaq_total_procurement_cost","smc_campaign_cost","smc_total_cost","pmc_cost_per_child","pmc_total_cost","iptp_sp_procurement_cost","iptp_sp_distribution_cost","iptp_total_cost","vacc_procurement_cost","vacc_operational_cost","vacc_total_cost","cm_rdt_kits_procurement_cost","cm_rdt_kits_distribution_cost","cm_rdt_kits_total_cost","cm_al_procurement_cost","cm_al_distribution_cost","cm_al_total_cost","cm_iv_artesunate_procurement_cost","cm_iv_artesunate_distribution_cost","cm_iv_artesunate_total_cost","cm_ras_prcurement_cost","cm_ras_distribution_cost","cm_ras_total_cost","cm_eqa_national_cost","cm_public_total_cost","cm_private_total_cost","gf_wd_malaria_long_haul_distribution","gf_wd_malaria_warehouse_axial","gf_wd_malaria_warehouse_wib","gf_wd_total_cost","ss_sbc_total_cost","me_national_level_cost","me_state_level_cost","me_total_cost","cb_national_level_cost","cb_state_level_cost","cb_shf_thf_level_cost","cb_lga_phc_level_cost","cb_total_cost","gc_national_level_cost","gc_state_level_cost","gc_lga_level_cost","gc_total_cost","rm_total_cost","cost_total_ngn","cost_total_usd"
NA,NA,NA,"Country","774","339","363","774","750","22","377","22","217","104","43","9","86","688","17",0,4585,NA,140431790,3.25540476190476,258169500.52052,15.6761904761905,41534537.6826851,39457810.7985508,23913978.7854207,12908475.026026,54443012.7087111,10326780.0208208,10326780.0208208,20653560.0416416,8261424.01665664,37,1,774,1,8801,1,921338,1842.676,184267.6,27291,1,1217,89,1306,1,28597,1,36.2,NA,93467304,1,1863910.74666667,1,NA,16870210.9652268,16870210.3137025,1,2211211.2,1,NA,19936706.5242665,85284800.1315846,105221506.655851,NA,52979942.089357,74401430.0688304,136096642.855323,23157197.1670607,29701471.624684,60827260.1453135,69564222.1708751,6939078.17291766,530266.009362309,661000773888,14732350541.6533,54584905536,8000000,730326029965.653,119306127338.504,7304126257.42062,126610253595.924,365163014982.827,226428026880,27713070000,254141096880,10018461547,10018461547,9250631606.51933,42301260930.5319,51551892537.0512,50888946398.7505,102440838935.802,50884742806.7459,50884742806.7459,15561636496.2648,0,15561636496.2648,190089418397.977,13218278426.6506,203307696824.628,33090029519.0505,0,33090029519.0505,47860184853.5621,0,47860184853.5621,16542762364.2357,0,16542762364.2357,653287723.534365,0,653287723.534365,134033351,98280297811.3827,134060831766.354,277829968,400903152,1233266528,1911999648,14927760000,5494446762,3623696172,9118142934,82340100,1047595800,2773297530,13636439388,17539672818,131744160,6277805540,1114560000,7524109700,105450000,2141922036712.58,1338701272.94536
