"adm1","adm2","cm_rdt_kit_quantity","cm_act_packs_quantity","cm_iv_artesunate_quantity","cm_ras_quantity"
"Plateau","Barikin Ladi",54412.0526980979,50398.0639782553,4882.30403670217,390.559650108313
"Plateau","Bassa",57446.9987591597,53209.1214218076,5154.62475739451,412.343931585114
"Plateau","Bokkos",54334.8853588247,50326.5892900405,4875.37993821014,390.00575722003
"Plateau","Jos East",26721.3851967117,24750.1429178495,2397.66596448841,191.801160502846
"Plateau","Jos North",132309.304215702,122548.818655659,11871.8963544663,949.691713475189
"Plateau","Jos South",94232.5180821784,87280.9651473367,8455.32893188043,676.383585364855
"Plateau","Kanam",50724.3617318899,46982.4147602746,4551.4135887655,364.090086435335
"Plateau","Kanke",37605.6114384318,34831.4374708703,3374.28969179336,269.92612329835
"Plateau","Langtang North",43067.2433568727,39890.1636391056,3864.35294506441,309.128707014903
"Plateau","Langtang South",31827.1395034457,29479.244641612,2855.79690471387,228.449320546379
"Plateau","Mangu",90942.4658759899,84233.6207933333,8160.11795617327,652.768199163261
"Plateau","Mikang",29168.6490112303,27016.8715593897,2617.25492333166,209.367167512806
"Plateau","Pankshin",57531.7315238518,53287.6034323964,5162.22768907203,412.952127697738
"Plateau","Qua'an Pan",59699.0745978697,55295.0611460988,5356.69982005204,428.508915407066
"Plateau","Riyom",39878.2652342812,36936.4371120187,3578.21118071543,286.238811890511
"Plateau","Shendam",62072.4998602994,57493.3983212689,5569.66336700488,445.544922947454
"Plateau","Wase",48376.6589158846,44807.9024811761,4340.75807464334,347.238709857707
"Adamawa","Demsa",65311.1839035782,67200.4535785081,6510.0223687678,520.806279210728
"Adamawa","Fufore",76679.0573264697,78897.1677487672,7643.13779931339,611.456295120029
"Adamawa","Ganye",62214.5155854047,64014.2073167549,6201.35578495995,496.112739630759
"Adamawa","Girei",47537.2815293074,48912.4019765882,4738.37324037926,379.073127102126
"Adamawa","Gombi",54101.8229977417,55666.8372485776,5392.7069891489,431.420278272242
"Adamawa","Guyuk",64614.9002836271,66484.0284230696,6440.61891181042,515.253954789271
"Adamawa","Hong",61934.4646026168,63726.0552431953,6173.44114533198,493.879549208879
"Adamawa","Jada",61664.2977721626,63448.07324282,6146.51172827912,491.725177272478
"Adamawa","Lamurde",40727.8327308272,41905.9748912506,4059.62786558203,324.773029014054
"Adamawa","Madagali",49472.7449881303,50903.8529738561,4931.29441647479,394.506954240003
"Adamawa","Maiha",40332.8327171956,41499.5486332494,4020.25545230284,321.623208798096
"Adamawa","Mayo Belwa",55938.0788535116,57556.2108446237,5575.73944976838,446.063001352171
"Adamawa","Michika",56829.482962124,58473.4007781109,5664.59193015283,453.171261061029
"Adamawa","Mubi North",55466.568179223,57071.0606867873,5528.74068396337,442.30306767455
"Adamawa","Mubi South",47574.2555806297,48950.4455836856,4742.05870260466,379.367966621878
"Adamawa","Numan",33514.2319258139,34483.7048134817,3340.59783438051,267.250130630877
"Adamawa","Shelleng",54359.1770381337,55931.6358207507,5418.35926582663,433.472478097838
"Adamawa","Song",71454.3676188244,73521.3423973378,7122.35644405797,569.793427536944
"Adamawa","Toungo",19101.6735044298,19654.2314330322,1903.99736097763,152.321101991158
"Adamawa","Yola North",73096.6012250812,75211.0812234667,7286.04935042539,582.88897293897
"Adamawa","Yola South",71823.7420523316,73901.4017989348,7159.17457658689,572.738903531292
"Bauchi","Alkaleri",198041.526526284,206852.435753299,20038.8656511185,1603.0866753913
"Bauchi","Bauchi",297848.944486549,311100.306760234,30137.896266424,2410.99774658815
"Bauchi","Bogoro",50558.8523858651,52808.2263773083,5115.80610494142,409.258724695292
"Bauchi","Damban",90617.3123958712,94648.8957103441,9169.12821576992,733.51992690438
"Bauchi","Darazo",150783.124944069,157491.497931042,15257.0162238625,1220.54410866004
"Bauchi","Dass",54362.4243685028,56781.0200785686,5500.67118496452,440.047497490622
"Bauchi","Gamawa",171574.577502611,179207.966593046,17360.8028984058,1388.84467240168
"Bauchi","Ganjuwa",167991.196443631,175465.160156014,16998.2178745617,1359.83827899894
"Bauchi","Giade",94122.2692902605,98309.7888751851,9523.77787713934,761.891500249482
"Bauchi","Itas/Gadau",137861.838933582,143995.341184445,13949.5736942804,1115.95017931775
"Bauchi","Jama'are",70872.5208032097,74025.6541810418,7171.24810963892,573.691769316568
"Bauchi","Katagum",176768.066986913,184632.515518368,17886.3070179806,1430.8844099108
"Bauchi","Kirfi",87856.7818022868,91765.5485292232,8889.80345666037,711.174260875604
"Bauchi","Misau",157698.929735339,164714.988334095,15956.7931116317,1276.52547128108
"Bauchi","Ningi",232857.63276482,243217.517891418,23561.739301138,1884.91259836305
"Bauchi","Shira",141162.893000036,147443.259841589,14283.5914132156,1142.67122051299
"Bauchi","Tafawa Balewa",133508.091273202,139447.89437366,13509.0389944348,1080.70789965654
"Bauchi","Toro",208728.930371551,218015.324446642,21120.2724326711,1689.5979995534
"Bauchi","Warji",69364.9670546591,72451.0290486945,7018.70602637521,561.488574516325
"Bauchi","Zaki",114440.763810041,119532.257495669,11579.7082118353,926.363610720458
"Borno","Abadam",22751.9005568541,65119.6742128493,6308.47181297071,504.6787046397
"Borno","Askira/Uba",32585.2508320036,93264.336885685,9034.98746746885,722.800371738663
"Borno","Bama",61417.2850298994,175786.351658428,17029.3119237279,1362.34754428193
"Borno","Bayo",17980.0608827753,51461.8857483006,4985.37284790983,398.830586173969
"Borno","Biu",39962.7646217227,114379.992401443,11080.5676894792,886.447100659308
"Borno","Chibok",15082.2147567861,43167.7744422219,4181.88038544732,334.551066955131
"Borno","Damboa",53022.9671699234,151760.435980977,14701.8000977841,1176.14624416108
"Borno","Dikwa",23883.527090322,68358.5751128378,6622.24050545215,529.780247766585
"Borno","Gubio",34398.0815234521,98452.9559083107,9537.6352040882,763.012267127583
"Borno","Guzamala",21825.5902298804,62468.4219993566,6051.63161743738,484.131449928241
"Borno","Gwoza",62883.6019907863,179983.191502516,17435.8810010461,1394.87313231192
"Borno","Hawul",27451.2088135779,78569.8658545938,7611.45982506763,608.917943809173
"Borno","Jere",47544.9125042932,136081.344282479,13182.8872772185,1054.63298746908
"Borno","Kaga",20462.4998002763,58567.0334328645,5673.68439794246,453.895614877874
"Borno","Kala/Balge",13831.9004494645,39589.169650372,3835.20286084305,306.816812252551
"Borno","Konduga",35770.4941728417,102381.02619811,9918.16721691078,793.454886037344
"Borno","Kukawa",46234.3448251875,132330.284449742,12819.503161594,1025.56220294359
"Borno","Kwaya Kusar",12892.8573344911,36901.4741074842,3574.83221588658,285.987121050213
"Borno","Mafa",23555.6577993313,67420.1593809142,6531.33143280633,522.507508126447
"Borno","Magumeri",31890.4044011661,91275.5723386958,8842.32579894901,707.387408950686
"Borno","Maiduguri",122784.093650229,351428.231546755,34044.6281372427,2723.57542961787
"Borno","Marte",29423.8814686647,84215.9788158758,8158.42731069531,652.67542586038
"Borno","Mobbar",26518.9868350329,75901.693523882,7352.98049230213,588.239557869806
"Borno","Monguno",24973.0899491482,71477.0828710747,6924.34610608929,553.948741771816
"Borno","Ngala",53772.8374346164,153906.687772852,14909.7183513111,1192.77973607035
"Borno","Nganzai",22526.5756835034,64474.757437304,6245.99546692909,499.680587452892
"Borno","Shani",22961.9915588482,65720.9891478682,6366.72422845249,509.338906739206
"Gombe","Akko",224963.02421502,237256.300831485,22984.1555439304,1838.66966593602
"Gombe","Balanga",140997.317976009,148702.224318315,14405.4975209621,1152.40045534343
"Gombe","Billiri",135123.818655149,142507.763132234,13805.4103624219,1104.39512170318
"Gombe","Dukku",138442.579111363,146007.879793336,14144.4834470091,1131.52004234576
"Gombe","Funakaye",158462.478215347,167121.781604555,16189.8883600403,1295.14684868889
"Gombe","Gombe",177901.027556812,187622.565350591,18175.8975860968,1454.02216230395
"Gombe","Kaltungo",106931.021915022,112774.349439043,10924.9920014287,873.969520230001
"Gombe","Kwami",129333.655022724,136401.191577056,13213.8374938723,1057.07090800675
"Gombe","Nafada (Bajoga)",93459.3078654633,98566.4632657007,9548.60593870194,763.862394592266
"Gombe","Shomgom",100634.843982423,106134.112045019,10281.7203640559,822.509546234714
"Gombe","Yamaltu/Deba",170488.818084699,179805.310019507,17418.6025771694,1393.44063002106
"Taraba","Ardo Kola",29303.0554357868,36149.0828658224,3501.94969468912,280.168216676896
"Taraba","Bali",70441.6291155731,86898.7977612925,8418.33856251796,673.496511391885
"Taraba","Donga",44431.5956641347,54812.0805027714,5309.93135550436,424.813069360911
"Taraba","Gashaka",29096.7617118813,35894.5930588977,3477.29594330711,278.19583038889
"Taraba","Gassol",81811.8181506338,100925.386440045,9777.16717024261,782.20754980946
"Taraba","Ibi",28140.7338392839,34715.2098759974,3363.04295955621,269.055192316318
"Taraba","Jalingo",46839.3572022092,57782.3636376385,5597.67813336585,447.8338174117
"Taraba","Karin Lamido",64733.5018036261,79857.0895114342,7736.17165534599,618.920774296573
"Taraba","Kurmi",30470.7179701254,37589.5445885127,3641.49471464745,291.332306054639
"Taraba","Lau",31775.2420365049,39198.842590878,3797.39578325728,303.80493649724
"Taraba","Sardauna",74892.2993758181,92389.2712171615,8950.22928610415,716.049628508365
"Taraba","Takum",44922.628136408,55417.8321305809,5368.61366664179,429.507859376537
"Taraba","Ussa",30339.531184535,37427.7088375072,3625.81684362297,290.078021570518
"Taraba","Wukari",79540.9181446002,98123.9395848532,9505.77644103261,760.49534282353
"Taraba","Yorro",29997.7111630477,37006.0299341238,3584.96661479583,286.809860471945
"Taraba","Zing",42622.3529722778,52580.1472446292,5093.71237089196,407.514794796198
"Yobe","Bade",96054.5329446593,102339.616387239,9914.15767750884,793.110932984527
"Yobe","Bursari",75365.6106246285,80296.9671879848,7778.77445538969,622.284945072664
"Yobe","Damaturu",60259.7841724435,64202.729498864,6219.64402494628,497.557920290843
"Yobe","Fika",93946.6153809686,100093.772612554,9696.59140075998,775.706106639097
"Yobe","Fune",207462.235993045,221036.9984163,21412.9750747797,1712.99117806651
"Yobe","Geidam",107003.611919553,114005.120426802,11044.254218014,883.516184823112
"Yobe","Gujba",89179.0664975104,95014.271324243,9204.5143491432,736.341018630316
"Yobe","Gulani",71122.2928692981,75775.9987549815,7340.8053141899,587.248371568956
"Yobe","Jakusko",159713.918194398,170164.39119156,16484.6876012013,1318.73895782465
"Yobe","Karasuwa",72495.0501353522,77238.5788924719,7482.49286990836,598.583066170706
"Yobe","Machina",41906.8852280804,44648.9554084522,4325.37075750318,346.020201471047
"Yobe","Nangere",60129.9287553843,64064.377323696,6206.241148054,496.485719450136
"Yobe","Nguru",103540.113732277,110314.997066897,10686.7732528605,854.918489383961
"Yobe","Potiskum",140756.401435156,149966.437661212,14528.0094043127,1162.2089811222
"Yobe","Tarmua",53362.3316229354,56853.9597289612,5507.73142641898,440.606469286353
"Yobe","Yunusari",86529.0540975251,92190.8621198884,8930.99637997098,714.460179251462
"Yobe","Yusufari",76084.9684111944,81063.3943170901,7853.0221384914,628.224597348957
"Jigawa","Auyo",56853.7214571604,69215.0894223147,6705.20638530304,536.411658066961
"Jigawa","Babura",91536.0045733631,111438.135965835,10795.5607235477,863.637044815448
"Jigawa","Birnin Kudu",135015.338097391,164370.923490674,15923.4203834243,1273.86210642103
"Jigawa","Biriniwa",61043.3457279057,74315.6388870325,7199.32171658157,575.940526963283
"Jigawa","Buji",41816.292967599,50908.1619088552,4931.7242113574,394.534367673105
"Jigawa","Dutse",107947.193109021,131417.512036721,12731.0612209535,1018.47568382864
"Jigawa","Gagarawa",35312.4246141931,42990.1959756813,4164.67187960656,333.170736271623
"Jigawa","Garki",64587.7841947741,78630.7236193669,7617.34521321877,609.382104158222
"Jigawa","Gumel",45722.2246130553,55663.3371408128,5392.38144079497,431.386612636773
"Jigawa","Guri",48727.6470918746,59322.2108309028,5746.83454393435,459.742604359671
"Jigawa","Gwaram",116644.091423373,142005.32544799,13756.7548187537,1100.53042932769
"Jigawa","Gwiwa",55332.9570506869,67363.6742170031,6525.85068179802,522.063331591616
"Jigawa","Hadejia",44826.0138195287,54572.2685418658,5286.68425543376,422.930914304073
"Jigawa","Jahun",98811.8607374039,120295.93844755,11653.6596475809,932.284337706393
"Jigawa","Kafin Hausa",114888.635845069,139868.191559213,13549.7201400893,1083.9678048717
"Jigawa","Kaugama",55440.8462157589,67495.0210843104,6538.57489931632,523.081259784186
"Jigawa","Kazaure",69273.010885153,84334.631402831,8169.91083453158,653.586953955073
"Jigawa","Kiri Kasamma",82779.3588727758,100777.584647969,9762.82064672344,781.018586094215
"Jigawa","Kiyawa",74341.2226196722,90504.7944005214,8767.64489332969,701.405246061006
"Jigawa","Maigatari",76105.7047815076,92652.9174694315,8975.74414796172,718.053035823948
"Jigawa","Malam Madori",70833.3203242426,86234.1896830122,8353.93039465686,668.308385584666
"Jigawa","Miga",54965.8759870554,66916.7808915831,6482.55792577957,518.599942442395
"Jigawa","Ringim",82703.7075060321,100685.484852567,9753.89848623251,780.304819712174
"Jigawa","Roni",33275.4255971559,40510.3043256046,3924.43256956973,313.951765337011
"Jigawa","Sule Tankarkar",57947.6574137672,70546.8733956097,6834.22285376553,546.732882170905
"Jigawa","Taura",56678.7776715655,69002.1086454459,6684.57388916778,534.761073308492
"Jigawa","Yankwashi",41110.9299401759,50049.4359755832,4848.53520359829,387.879307258735
"Kaduna","Birnin Gwari",141666.536105962,113126.753314972,10959.1595144754,876.725993686058
"Kaduna","Chikun",203953.441007803,162865.495570328,15777.6024950509,1262.1984566596
"Kaduna","Giwa",160185.893367284,127915.247606145,12391.7955900873,991.335995057272
"Kaduna","Igabi",235992.920698936,188450.38255202,18256.1396171366,1460.47989588659
"Kaduna","Ikara",106681.20592836,85189.479450351,8252.7348031649,660.213688045643
"Kaduna","Jaba",85451.5785616702,68236.719228389,6610.4353643588,528.830747089676
"Kaduna","Jema'a",152416.123681751,121710.7561102,11790.7351864448,943.251533931142
"Kaduna","Kachia",138372.245800003,110496.122419109,10704.3170234936,856.338751777201
"Kaduna","Kaduna North",199736.552186089,159498.130527014,15451.3888491028,1236.10156642636
"Kaduna","Kaduna South",220640.749910049,176191.02134067,17068.513426834,1365.47053404225
"Kaduna","Kagarko",130970.63894261,104585.624597207,10131.7372707641,810.532725136811
"Kaduna","Kajuru",60160.6549970637,48040.8412896424,4653.95874516897,372.313825712895
"Kaduna","Kaura",95670.8363493055,76397.2311360085,7400.98533679881,592.074256706493
"Kaduna","Kauru",121228.568392043,96806.1669903189,9378.10195151634,750.242364979934
"Kaduna","Kubau",153786.87278295,122805.357557306,11896.7747527904,951.734633757512
"Kaduna","Kudan",76128.6219449229,60791.9419200761,5889.22221467717,471.134140476833
"Kaduna","Lere",186130.415524109,148633.051814435,14398.8338410318,1151.89781575174
"Kaduna","Markafi",80302.2297198762,64124.7452070672,6212.0876888662,496.963179036899
"Kaduna","Sabon Gari",159623.787620749,127466.382264526,12348.3117391398,987.857313833509
"Kaduna","Sanga",82992.776816594,66273.261476746,6420.2253029043,513.614059631344
"Kaduna","Soba",159522.433270741,127385.446506047,12340.4710837545,987.230066244429
"Kaduna","Zango Kataf",174762.840343943,139555.559637777,13519.4513621728,1081.54776047702
"Kaduna","Zaria",222974.091405655,178054.293748034,17249.0180283792,1379.91079070113
"Kano","Ajingi",101470.101060751,92389.4874589742,8950.23744991856,716.013120712736
"Kano","Albasu",110305.012994255,100433.758399365,9729.52670682618,778.355749709849
"Kano","Bagwai",94958.4023790414,86460.5241742105,8375.86875614213,670.064002248365
"Kano","Bebeji",112819.279967413,102723.022276673,9951.29928995174,796.097410779824
"Kano","Bichi",163606.061966958,148964.867998492,14430.9810234018,1154.46900882012
"Kano","Bunkure",102561.752631748,93383.4465471574,9046.52729954777,723.716245474705
"Kano","Dala",246170.662476677,224140.718259849,21713.6462794186,1737.07744867936
"Kano","Dambatta",123728.741386134,112656.190159551,10913.5755578133,873.078880533528
"Kano","Dawakin Kudu",132560.126174012,120697.249600465,11692.5537005057,935.396620597647
"Kano","Dawakin Tofa",144728.778580927,131776.922796692,12765.8977432223,1021.26343943059
"Kano","Doguwa",88557.8087845251,80632.7231229776,7811.30016014704,624.898885173339
"Kano","Fagge",117627.367312155,107100.831313965,10375.3998177478,830.025174607583
"Kano","Gabasawa",124157.877437199,113046.92259594,10951.4277873391,876.107034047927
"Kano","Garko",95212.9447216595,86692.2873864794,8398.32083201152,671.860153579509
"Kano","Garum Mallam",69732.8447252676,63492.4151634229,6150.83174082752,492.062501623233
"Kano","Gaya",121932.836405307,111021.00167576,10755.1665698665,860.406265483546
"Kano","Gezawa",165968.661678233,151116.037398281,14639.3756952703,1171.14044577131
"Kano","Gwale",210351.322937637,191526.87056939,18554.17771851,1484.32203780358
"Kano","Gwarzo",107944.764713397,98284.7299992276,9521.33944443453,761.700905380658
"Kano","Kabo",90035.0949438766,81977.8061539978,7941.60516398022,635.323199942768
"Kano","Kano Municipal",218238.020555567,198707.783400336,19249.8291038765,1539.97369198052
"Kano","Karaye",84677.9485968132,77100.0736980936,7469.07452333885,597.521058878779
"Kano","Kibiya",81487.6453788264,74195.2724209958,7187.67171561793,575.009018984752
"Kano","Kiru",157056.740398579,143001.648719305,13853.2937779957,1108.2544084038
"Kano","Kumbotso",173059.987957683,157572.757097126,15264.8708250911,1221.17964555786
"Kano","Kunchi",64764.2722545795,58968.4828999199,5712.57551623618,457.002291344199
"Kano","Kura",84118.8960152201,76591.0510309626,7419.76292021694,593.576162999063
"Kano","Madobi",80939.1742341089,73695.8842522963,7139.29345514186,571.138789904021
"Kano","Makoda",129383.931538526,117805.294321276,11412.3953496459,912.9841364356
"Kano","Minjibir",129099.996315698,117546.768613364,11387.3506553158,910.980577329498
"Kano","Nasarawa",350604.741577798,319228.935779469,30925.3233749109,2474.00556941894
"Kano","Rano",87165.1741201782,79364.7160794094,7688.46189748058,615.071904795792
"Kano","Rimin Gado",60767.428403632,55329.3187423766,5360.03125795453,428.798982105302
"Kano","Rogo",133800.505718872,121826.626916602,11801.9621995459,944.149228700908
"Kano","Shanono",81787.4527569678,74468.249876555,7214.11642391674,577.124578289332
"Kano","Sumaila",147187.199081686,134015.337932278,12982.7443512726,1038.61102572814
"Kano","Takai",119122.877057236,108462.507092284,10507.3122450266,840.578082197486
"Kano","Tarauni",130412.682345874,118741.981668783,11503.1369957693,920.243408559158
"Kano","Tofa",57964.5233468122,52777.2471578543,5112.79916154521,409.020576685232
"Kano","Tsanyawa",92722.7799102735,84424.9687555993,8178.67419602372,654.288566885
"Kano","Tudun Wada",134418.344060884,122389.174575019,11856.4590395891,948.508940130541
"Kano","Ungogo",215001.276586849,195760.697380122,18964.3299589877,1517.13394780206
"Kano","Warawa",77513.7279744426,70576.983010054,6837.14969973559,546.967487810323
"Kano","Wudil",110892.870598454,100969.008312227,9781.37907603955,782.503905209025
"Katsina","Bakori",101535.594352529,82425.0348041533,15993.0479819937,638.80032732811
"Katsina","Batagarawa",128389.054901781,104224.261316772,20222.7832367623,807.746000992035
"Katsina","Batsari",141166.23064045,114596.576185014,22235.3383999636,888.132234964843
"Katsina","Baure",137816.254136658,111877.116751315,21707.6777770525,867.056216246381
"Katsina","Bindawa",102544.729784241,83244.2354363196,16151.9986581838,645.149194916927
"Katsina","Charanchi",93028.5690812925,75519.1624494111,14653.0916424017,585.279288105289
"Katsina","Dandume",98688.1482790638,80113.5218494607,15544.5418007924,620.885925040149
"Katsina","Danja",85213.5417945212,69175.0434218408,13422.1331083533,536.111880156361
"Katsina","Dan Musa",76866.7829848491,62399.2729171601,12107.420617739,483.599140227593
"Katsina","Daura",152717.639586225,123973.832411897,24054.8209046702,960.80668832001
"Katsina","Dutsi",82103.9649830748,66650.7367632343,12932.3382589088,516.548310378977
"Katsina","Dutsin Ma",115330.054665023,93623.1656528703,18165.8374069264,725.586698345365
"Katsina","Faskari",132016.10223743,107168.642592949,20794.0857680755,830.565181201908
"Katsina","Funtua",152902.353474129,124123.780306883,24083.9155102716,961.968795980951
"Katsina","Ingawa",114867.590850086,93247.7446363795,18092.9939274611,722.677156738376
"Katsina","Jibia",113704.300813395,92303.403665383,17909.7620914492,715.35844194723
"Katsina","Kafur",142175.366072162,115415.77681718,22394.2890761537,894.48110255366
"Katsina","Kaita",123870.355599889,100556.050679871,19511.0350541451,779.31708784534
"Katsina","Kankara",165196.013447402,134103.584508839,26020.3112646928,1039.31304225306
"Katsina","Kankia",102811.614188455,83460.8880934133,16194.0360846594,646.828269588801
"Katsina","Katsina",216041.90656892,175379.498998869,34029.1362837932,1359.20453820023
"Katsina","Kurfi",79250.407053025,64334.2622973106,12482.8693885515,498.595455999294
"Katsina","Kusada",66787.6523808989,54217.1896179597,10519.8392341496,420.187368522867
"Katsina","Mai'adua",137041.406540706,111248.10738301,21585.630185173,862.181345506919
"Katsina","Malumfashi",124200.395855482,100823.972286353,19563.0202685653,781.393500798345
"Katsina","Mani",119725.158644862,97191.0435070964,18858.1178755014,753.238024748342
"Katsina","Mashi",116172.811778586,94307.302923744,18298.5815449829,730.888814548408
"Katsina","Matazu",77290.538374747,62743.2710291868,12174.1670658835,486.265151920339
"Katsina","Musawa",115450.254511196,93720.7420404163,18184.7702936597,726.342922815904
"Katsina","Rimi",104643.133878447,84947.6876256828,16482.5219350529,658.351079741587
"Katsina","Sabuwa",95534.4302811696,77553.3820541847,15047.7941963328,601.044645711437
"Katsina","Safana",125773.180283373,102100.734509837,19810.7522780245,791.288505734886
"Katsina","Sandamu",92998.0097983672,75494.3548932554,14648.2781966221,585.087027646678
"Katsina","Zango",105974.160423639,86028.1945160232,16692.174240122,666.725090827779
"Kebbi","Aleiro",28240.9055698674,22801.303141215,2208.88003954721,176.709579246867
"Kebbi","Arewa Dandi",79878.5075875815,64492.7642800387,6247.74728142181,499.817452090842
"Kebbi","Argungu",84307.5950170667,68068.7461078448,6594.17111659932,527.531229688222
"Kebbi","Augie",48992.7800374836,39556.0697089493,3832.00084143876,306.558637970711
"Kebbi","Bagudo",100207.682076186,80906.2489318873,7837.80634086867,627.021583751211
"Kebbi","Birnin Kebbi",113093.295181397,91309.908610769,8845.66260507425,707.649708955146
"Kebbi","Bunza",52015.2532937834,41996.3713764228,4068.40547192729,325.470920230368
"Kebbi","Dandi",61557.1579992826,49700.368728647,4814.73149858727,385.176723981986
"Kebbi","Fakai",50425.918213336,40713.1649695817,3944.09463753612,315.526099847278
"Kebbi","Gwandu",63605.8214433771,51354.4302851208,4974.96898736804,397.995663315526
"Kebbi","Jega",83258.8443719291,67221.9998404432,6512.14243091233,520.968965430135
"Kebbi","Kalgo",35756.0396588702,28868.9148927682,2796.68093858888,223.733431919227
"Kebbi","Koko/Besse",65180.8419827026,52626.0793362447,5098.16020099913,407.850914455431
"Kebbi","Maiyama",73155.3044353526,59064.5462374306,5721.88775443041,457.748886078242
"Kebbi","Ngaski",53090.9489575034,42864.872666351,4152.54167904502,332.201785416804
"Kebbi","Sakaba",38618.9478832522,31180.386036217,3020.60509060476,241.647280556316
"Kebbi","Shanga",53528.8055094677,43218.3917824078,4186.78890229451,334.941550502476
"Kebbi","Suru",62509.9170157203,50469.6127282977,4889.25213917726,391.138347432829
"Kebbi","Wasagu/Danko",111683.312880889,90171.5090726205,8735.37996020643,698.82713850138
"Kebbi","Yauri",42339.0445112875,34183.9388337926,3311.57476813598,264.924746226511
"Kebbi","Zuru",69608.6663644417,56201.0413973699,5444.48524610957,435.556788884294
"Sokoto","Binji",44923.5341760007,54545.5481745363,5284.11115612253,422.736777793765
"Sokoto","Bodinga",75093.1378286561,91177.073267718,8832.79765554663,706.636993334952
"Sokoto","Dange Shuni",83339.5019046753,101189.697101165,9802.77264105923,784.236439637486
"Sokoto","Gada",107296.652186232,130278.145255926,12620.7220164516,1009.67659480134
"Sokoto","Goronyo",78460.4426517147,95265.6092837161,9228.87541986231,738.323805533929
"Sokoto","Gudu",41100.4196673233,49903.5741973144,4834.41897591048,386.760732316063
"Sokoto","Gwadabawa",99765.0218232955,121133.341439181,11734.8172728785,938.802893309208
"Sokoto","Illela",64680.600690925,78534.311372803,7608.02750639799,608.653553719156
"Sokoto","Isa",64738.7616621524,78604.9296381766,7614.86866532616,609.200856642245
"Sokoto","Kebbe",53057.4537076471,64421.6433615939,6240.85990104066,499.278105111661
"Sokoto","Kware",57766.3382670165,70139.107365542,6794.74039796625,543.589371403218
"Sokoto","Rabah",64257.9643000063,78021.1519777552,7558.31508485325,604.676485811378
"Sokoto","Sabon Birni",89382.6422262009,108527.196422608,10513.5943913223,841.103240394273
"Sokoto","Shagari",67598.9889805105,82077.7789997696,7951.30165883842,636.115998171033
"Sokoto","Silame",45064.4129729736,54716.6013062189,5300.68196330411,424.062467096358
"Sokoto","Sokoto North",100386.697982414,121888.172231285,11807.941660533,944.652953442668
"Sokoto","Sokoto South",85167.4796892502,103409.203026942,10017.7877324092,801.43796780538
"Sokoto","Tambuwal",97330.0158279107,118176.790062208,11448.4007524189,915.889144262558
"Sokoto","Tangaza",49445.4419834245,60035.987532765,5815.99859397532,465.288566539985
"Sokoto","Tureta",29474.2569299817,35787.2444982712,3466.89664379392,277.356905038482
"Sokoto","Wamako",77223.1218416041,93763.2710751764,9083.3360980718,726.680442607181
"Sokoto","Wurno",69966.786742477,84952.7270478664,8229.81284009213,658.397308284336
"Sokoto","Yabo",49674.6392922611,60314.275808163,5842.95782767746,467.445345466527
"Zamfara","Anka",52103.516063104,42126.6897581672,4081.04264649176,326.492173081828
"Zamfara","Bakura",67884.3480410016,54885.7943846862,5317.08683631038,425.378361861542
"Zamfara","Birnin Magaji",66775.0756938977,53988.9264656927,5230.20233988556,418.427415620085
"Zamfara","Bukkuyum",78479.023463456,63451.7921969963,6146.92185497608,491.766944881244
"Zamfara","Bungudu",93821.6602172524,75856.6075997926,7348.64411160922,587.907305322279
"Zamfara","Gummi",74986.8832131061,60628.3299811197,5873.39764075707,469.884420529867
"Zamfara","Gusau",139189.375687363,112537.273686347,10902.1006841597,872.191459843733
"Zamfara","Kaura Namoda",103513.827595366,83692.9103884088,8107.78958576709,648.64057302192
"Zamfara","Maradun",75292.3139901701,60875.2766089132,5897.32071008005,471.798317434807
"Zamfara","Maru",106335.253467104,85974.0871947959,8328.7796489431,666.320252507223
"Zamfara","Shinkafi",49320.1783524014,39876.307958809,3863.03586393203,309.051162450466
"Zamfara","Talata Mafara",78225.827878669,63247.0787216996,6127.09014192685,490.180365261709
"Zamfara","Tsafe",96826.9974951321,78286.480297262,7584.03915833245,606.739414416614
"Zamfara","Zurmi",106638.507777823,86219.274107902,8352.53224508801,668.220511191938
"Abia","Aba North",18422.8254584702,58937.7135513568,5709.59229106942,456.758371282174
"Abia","Aba South",73699.0610636517,235775.677284962,22840.7739006513,1827.22586024295
"Abia","Arochukwu",29198.6713368265,93411.4547852309,9049.2367281027,723.924654960055
"Abia","Bende",33213.1243929092,106254.364512522,10293.3938892037,823.455264074199
"Abia","Ikwuano",23777.2112823057,76067.2933023047,7369.02070459362,589.51002512727
"Abia","Isiala Ngwa North",26568.1200171977,84995.8791989602,8233.97765887509,658.70521622432
"Abia","Isiala Ngwa South",23562.1944039904,75379.4181871973,7302.38278775258,584.179096961075
"Abia","Isuikwato",19966.0500462178,63874.7482588242,6187.86763648022,495.019644006665
"Abia","Obi Nwa",31363.4964428792,100337.093975427,9720.15817632981,777.597311837818
"Abia","Ohafia",42414.8811917629,135692.330344779,13145.197473918,1051.5950495731
"Abia","Osisioma Ngwa",38048.1591040859,121722.452806611,11791.8652814567,943.330610271678
"Abia","Ugwunagbo",14720.2934391736,47092.6916213627,4562.10553218606,364.961241761171
"Abia","Ukwa East",10024.752436543,32070.8671349101,3106.86595607133,248.544372617782
"Abia","Ukwa West",15064.4583863405,48193.7331047264,4668.76895000058,373.494146829113
